Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Mental_Status,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Crime_Qualifier,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-29-0000-2016-DAE,Civilian,CA0290000,Male,White,,31-35,TRUE,Death,Gunshot wound,Medical assistance - treated on scene,FALSE,"Front upper torso/chest, Front below waist/groin area",,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,TRUE,,,TRUE,Firearm,Rifle,TRUE,Passive non-compliance,Deceased,TRUE,Firearm,,,,,
URSUS-29-0000-2016-DAE,Officer,CA0290000,Female,White,,21-25,FALSE,,,,,(Not applicable),,,TRUE,Threat of firearm,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-29-0000-2016-DAE,Officer,CA0290000,Male,Asian Indian,,21-25,FALSE,,,,,(Not applicable),,,TRUE,Threat of firearm,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-30-0000-2016-AEY,Civilian,CA0300000,Male,Hispanic,,26-30,TRUE,Serious bodily injury,"Contusion, Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Rear upper torso/back, Rear below waist/buttocks",,,TRUE,Electronic control device,FALSE,FALSE,None,TRUE,245(c),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Life-threatening,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-30-0000-2016-AEY,Officer,CA0300000,Male,Hispanic,,31-35,FALSE,,,,,(Not applicable),,,TRUE,"Knife, blade, or stabbing instrument",FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-30-0000-2016-AEY,Officer,CA0300000,Male,White,,36-40,FALSE,,,,,(Not applicable),,,TRUE,"Knife, blade, or stabbing instrument",FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-30-0000-2016-BDS,Civilian,CA0300000,Male,White,,41-45,FALSE,,,,,"Head, Front upper torso/chest, Rear upper torso/back, Arms/hands, Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,240/242 PC ASSAULT & BATTERY (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-BDS,Officer,CA0300000,Male,White,,21-25,FALSE,,,,,"Front upper torso/chest, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-BDS,Officer,CA0300000,Male,White,,31-35,TRUE,Serious bodily injury,Internal injury,Medical assistance - treated at facility and released,FALSE,"Head, Front upper torso/chest, Front legs/feet",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-BMD,Civilian,CA0300000,Female,White,,21-25,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,FALSE,"Head, Neck/throat, Arms/hands",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,Signs of drug impairment,TRUE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-BMD,Officer,CA0300000,Female,White,,26-30,TRUE,Serious bodily injury,"Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Head, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-CHQ,Civilian,CA0300000,Male,White,,26-30,TRUE,Serious bodily injury,Internal injury,Medical assistance - treated at facility and released,TRUE,Front legs/feet,,,TRUE,"Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,FALSE,,,FALSE,,,TRUE,Passive non-compliance,None of these,FALSE,,,,,,
URSUS-30-0000-2016-CHQ,Officer,CA0300000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-CHZ,Civilian,CA0300000,Female,White,,66-70,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of alcohol impairment,FALSE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-CHZ,Officer,CA0300000,Male,White,,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-30-0000-2016-DSP,Civilian,CA0300000,Male,Other,,31-35,TRUE,Serious bodily injury,"Unconscious, Contusion, Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Neck/throat, Rear upper torso/back, Rear below waist/buttocks, Arms/hands, Front legs/feet, Rear legs",FALSE,,TRUE,"Carotid restraint control hold, Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,"Signs of mental disability, Signs of drug impairment",TRUE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-DSP,Officer,CA0300000,Male,Hispanic,,26-30,FALSE,,,,,"Head, Front upper torso/chest, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-DSP,Officer,CA0300000,Male,Hispanic,,36-40,FALSE,,,,,"Head, Front upper torso/chest, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-DSP,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,"Head, Rear lower torso/back, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-DSP,Officer,CA0300000,Male,White,,46-50,TRUE,Serious bodily injury,"Contusion, Bone fracture",Medical assistance - treated at facility and released,FALSE,"Head, Front upper torso/chest, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-EBZ,Civilian,CA0300000,Male,Asian / Pacific Islander,Japanese,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,Signs of drug impairment,TRUE,245(A)(1) PC ADW NOT FIREARM (FELONY),,TRUE,Other dangerous weapon,,TRUE,Life-threatening,In custody (other),TRUE,Other dangerous weapon,,,,,
URSUS-30-0000-2016-EBZ,Officer,CA0300000,Male,Hispanic,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Civilian vehicle contact,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-HHE,Civilian,CA0300000,Female,White,,46-50,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - other circumstance,TRUE,Arms/hands,,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of mental disability,TRUE,245(A)(1) PC ADW NOT FIREARM (FELONY),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-HHE,Officer,CA0300000,Female,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-HHE,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,"Front legs/feet, Rear legs",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-HHM,Civilian,CA0300000,Male,Hispanic,,21-25,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,Other control hold/takedown,FALSE,FALSE,None,FALSE,none,,FALSE,,,TRUE,Passive non-compliance,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-HHM,Officer,CA0300000,Male,Asian / Pacific Islander,Filipino,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-HHM,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-JBB,Civilian,CA0300000,Male,Hispanic,,21-25,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of alcohol impairment,FALSE,,,FALSE,,,TRUE,Passive non-compliance,None of these,FALSE,,,,,,
URSUS-30-0000-2016-JBB,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-JFW,Civilian,CA0300000,Male,Hispanic,,21-25,TRUE,Serious bodily injury,Unconscious,Medical assistance - treated on scene,FALSE,"Neck/throat, Rear lower torso/back, Rear below waist/buttocks",FALSE,,TRUE,"Carotid restraint control hold, Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Electronic control device",FALSE,FALSE,None,FALSE,240/242 PC ASSAULT & BATTERY (MISDEMEANOR),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-JFW,Officer,CA0300000,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-JFW,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-JFW,Officer,CA0300000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-JGD,Civilian,CA0300000,Male,White,,31-35,TRUE,Death,Gunshot wound,Admitted to hospital - critical injuries,FALSE,"Front upper torso/chest, Arms/hands",FALSE,,TRUE,"Other physical contact (Use of hands, fists, feet, etc), Discharge of firearm (hit)",TRUE,TRUE,Signs of drug impairment,TRUE,,,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Life-threatening,Deceased,TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-30-0000-2016-JGD,Officer,CA0300000,Male,White,,26-30,TRUE,Injury,Contusion,Medical assistance - treated at facility and released,FALSE,"Front below waist/groin area, Rear below waist/buttocks, Arms/hands",,,TRUE,"Civilian physical contact, Civilian vehicle contact",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-JHG,Civilian,CA0300000,Male,White,,46-50,TRUE,Serious bodily injury,"Contusion, Abrasion/Laceration",Admitted to hospital - precautionary measure only,FALSE,"Head, Front upper torso/chest, Rear lower torso/back, Rear below waist/buttocks, Arms/hands, Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,241/243 PC ASLT/BATT PEACE OFR/ETC (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-JHG,Officer,CA0300000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-JHG,Officer,CA0300000,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-JHG,Officer,CA0300000,Male,White,,31-35,TRUE,Injury,"Contusion, Abrasion/Laceration",No medical assistance or refused assistance,,"Head, Front upper torso/chest",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-MHT,Civilian,CA0300000,Male,Hispanic,,26-30,TRUE,Serious bodily injury,"Unconscious, Contusion, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Head, Front upper torso/chest, Arms/hands",FALSE,,TRUE,"Carotid restraint control hold, Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon",FALSE,FALSE,None,TRUE,241/243 PC ASLT/BATT PEACE OFR/ETC (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-MHT,Officer,CA0300000,Male,Other,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Utility
URSUS-30-0000-2016-MHT,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Utility
URSUS-30-0000-2016-MHT,Officer,CA0300000,Male,White,,31-35,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated on scene,FALSE,Arms/hands,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Utility
URSUS-30-0000-2016-MHT,Officer,CA0300000,Male,White,,31-35,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated on scene,FALSE,Arms/hands,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Utility
URSUS-30-0000-2016-MHT,Officer,CA0300000,Male,White,,31-35,TRUE,Injury,Contusion,Medical assistance - treated at facility and released,FALSE,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Utility
URSUS-30-0000-2016-NGK,Civilian,CA0300000,Male,Hispanic,,56-60,TRUE,Serious bodily injury,"Contusion, Bone fracture, Abrasion/Laceration",Admitted to hospital - other circumstance,FALSE,"Head, Front upper torso/chest, Rear upper torso/back, Rear lower torso/back, Rear below waist/buttocks, Arms/hands, Front legs/feet, Rear legs",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Electronic control device",FALSE,FALSE,None,TRUE,none,,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,White,,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGK,Officer,CA0300000,Male,White,,26-30,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated on scene,FALSE,"Front upper torso/chest, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NGQ,Civilian,CA0300000,Male,White,,46-50,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,"Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,Signs of alcohol impairment,TRUE,,,FALSE,,,TRUE,Assaultive,In custody (W&I section 5150),FALSE,,,,,,
URSUS-30-0000-2016-NGQ,Officer,CA0300000,Male,Hispanic,,51-55,FALSE,,,,,Arms/hands,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-30-0000-2016-NGQ,Officer,CA0300000,Male,White,,31-35,FALSE,,,,,Arms/hands,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-30-0000-2016-NJJ,Civilian,CA0300000,Male,White,,51-55,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,Other control hold/takedown,FALSE,FALSE,None,FALSE,,,FALSE,,,TRUE,Active resistance,None of these,FALSE,,,,,,
URSUS-30-0000-2016-NJJ,Officer,CA0300000,Male,Asian / Pacific Islander,Filipino,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NJJ,Officer,CA0300000,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-NXJ,Civilian,CA0300000,Male,Hispanic,,36-40,TRUE,Serious bodily injury,"Contusion, Bone fracture",Medical assistance - treated at facility and released,FALSE,"Head, Front upper torso/chest",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,Signs of alcohol impairment,TRUE,148(A)(1) PC OBSTRUCT/ETC PUB OFCR/ETC (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-NXJ,Officer,CA0300000,Female,Black,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-NXJ,Officer,CA0300000,Male,Asian / Pacific Islander,Chinese,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-NXJ,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-NXJ,Officer,CA0300000,Male,Hispanic,,26-30,FALSE,,,,,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-PEW,Officer,CA0300000,Male,Hispanic,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-30-0000-2016-PEW,Officer,CA0300000,Male,Hispanic,,36-40,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-30-0000-2016-PEW,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-30-0000-2016-PEW,Civilian,CA0300000,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,TRUE,"Signs of mental disability, Signs of alcohol impairment",TRUE,664/187 Attempt Murder,,TRUE,Firearm,Rifle,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-30-0000-2016-QRV,Civilian,CA0300000,Male,White,,26-30,TRUE,Serious bodily injury,"Contusion, Bone fracture",Medical assistance - treated at facility and released,FALSE,"Head, Arms/hands, Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,None,,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-QRV,Officer,CA0300000,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Tactical
URSUS-30-0000-2016-QRV,Officer,CA0300000,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-QRV,Officer,CA0300000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Tactical
URSUS-30-0000-2016-QRV,Officer,CA0300000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Tactical
URSUS-30-0000-2016-RBN,Civilian,CA0300000,Male,White,,41-45,TRUE,Serious bodily injury,"Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Head, Neck/throat, Arms/hands",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,FALSE,11377(A) HS POSSESS CNTL SUB (MISDEMEANOR),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-RBN,Officer,CA0300000,Male,Black,,41-45,TRUE,Injury,"Contusion, Abrasion/Laceration",Medical assistance - treated on scene,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-RBN,Officer,CA0300000,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-30-0000-2016-RNU,Civilian,CA0300000,Male,Asian / Pacific Islander,Korean,31-35,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands,FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,FALSE,none,,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-30-0000-2016-RNU,Officer,CA0300000,Male,Asian / Pacific Islander,Vietnamese,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-RNU,Officer,CA0300000,Male,Black,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Utility
URSUS-30-0000-2016-RXM,Civilian,CA0300000,Male,Black,,21-25,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,Other control hold/takedown,FALSE,FALSE,None,TRUE,none,,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
